FY14,JOIN14,COUNTY14,CODISTSCH14,SCHOOLNAME14,SCHOOLTYPE14,GRADE14,ENROLLED14,FREEREDUCED14,PERCENT14,WARNING14,CEP14
2014-2015,DOUGLAS-SEYMOUR ELEMENTARY SCHOOL,DOUGLAS,280054006,SEYMOUR ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,209,111,0.5311,,
2014-2015,DOUGLAS-BLUMFIELD ELEMENTARY SCHOOL,DOUGLAS,280054007,BLUMFIELD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,388,227,0.5851,,
2014-2015,DOUGLAS-WILDEWOOD ELEMENTARY SCHOOL,DOUGLAS,280054008,WILDEWOOD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,310,136,0.4387,,
2014-2015,DOUGLAS-MEADOWS ELEMENTARY SCHOOL,DOUGLAS,280054009,MEADOWS ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,273,124,0.4542,,
2014-2015,DOUGLAS-BENNINGTON SECONDARY SCHOOL,DOUGLAS,280059001,BENNINGTON SECONDARY SCHOOL,SECONDARY                     ,2016-07-12,707,71,0.1004,,
2014-2015,DOUGLAS-BENNINGTON ELEMENTARY SCHOOL,DOUGLAS,280059002,BENNINGTON ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,444,51,0.1149,,
2014-2015,DOUGLAS-PINE CREEK ELEMENTARY,DOUGLAS,280059003,PINE CREEK ELEMENTARY,ELEMENTARY                    ,K -06,415,,,MASKED DATA,
2014-2015,DOUGLAS-HERITAGE ELEMENTARY,DOUGLAS,280059004,HERITAGE ELEMENTARY,ELEMENTARY                    ,K -06,356,31,0.0871,,
2014-2015,DOUGLAS-WESTSIDE HIGH SCHOOL,DOUGLAS,280066001,WESTSIDE HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,1942,549,0.2827,,
2014-2015,DOUGLAS-CARL A SWANSON ELEMENTARY SCH,DOUGLAS,280066003,CARL A SWANSON ELEMENTARY SCH,ELEMENTARY                    ,PK-06,318,61,0.1918,,
2014-2015,DOUGLAS-HILLSIDE ELEMENTARY SCHOOL,DOUGLAS,280066005,HILLSIDE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,412,181,0.4393,,
2014-2015,DOUGLAS-LOVELAND ELEMENTARY SCHOOL,DOUGLAS,280066007,LOVELAND ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,294,64,0.2177,,
2014-2015,DOUGLAS-OAKDALE ELEMENTARY SCHOOL,DOUGLAS,280066008,OAKDALE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,328,62,0.189,,
2014-2015,DOUGLAS-PADDOCK ROAD ELEMENTARY SCHOOL,DOUGLAS,280066009,PADDOCK ROAD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,268,104,0.3881,,
2014-2015,DOUGLAS-ROCKBROOK ELEMENTARY SCHOOL,DOUGLAS,280066010,ROCKBROOK ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,310,68,0.2194,,
2014-2015,DOUGLAS-SUNSET HILLS ELEMENTARY SCHOOL,DOUGLAS,280066011,SUNSET HILLS ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,155,26,0.1677,,
2014-2015,DOUGLAS-WESTGATE ELEMENTARY SCHOOL,DOUGLAS,280066013,WESTGATE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,306,179,0.585,,
2014-2015,DOUGLAS-PRAIRIE LANE ELEMENTARY SCHOOL,DOUGLAS,280066016,PRAIRIE LANE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,303,56,0.1848,,
2014-2015,DOUGLAS-WESTSIDE MIDDLE SCHOOL,DOUGLAS,280066018,WESTSIDE MIDDLE SCHOOL,MIDDLE SCHOOL                 ,2016-07-08,961,332,0.3455,,
2014-2015,DOUGLAS-WESTBROOK ELEMENTARY SCHOOL,DOUGLAS,280066023,WESTBROOK ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,509,266,0.5226,,
2014-2015,DOUGLAS-NE CORRECTIONAL YOUTH FACILITY,DOUGLAS,280602001,NE CORRECTIONAL YOUTH FACILITY,SECONDARY                     ,2016-07-12,45,39,0.8667,,
2014-2015,DOUGLAS-BOYS TOWN HIGH SCHOOL,DOUGLAS,280703001,BOYS TOWN HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,288,,,MASKED DATA,
2014-2015,DOUGLAS-N H WEGNER SCHOOL,DOUGLAS,280703002,N H WEGNER SCHOOL,MIDDLE SCHOOL                 ,2016-04-08,32,,,MASKED DATA,
2014-2015,DOUGLAS-VALOR CHRISTIAN ACADEMY,DOUGLAS,280704001,VALOR CHRISTIAN ACADEMY,ELEMENTARY                    ,K -08,11,,,MASKED DATA,
2014-2015,DOUGLAS-BROWNELL TALBOT HIGH SCHOOL,DOUGLAS,280706001,BROWNELL TALBOT HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,150,,,MASKED DATA,
2014-2015,DOUGLAS-BROWNELL TALBOT MIDDLE SCHOOL,DOUGLAS,280706002,BROWNELL TALBOT MIDDLE SCHOOL,MIDDLE SCHOOL                 ,2016-05-08,137,,,MASKED DATA,
2014-2015,DOUGLAS-BROWNELL TALBOT PRIMARY SCHOOL,DOUGLAS,280706003,BROWNELL TALBOT PRIMARY SCHOOL,ELEMENTARY                    ,PK-04,160,,,MASKED DATA,
2014-2015,DOUGLAS-PHOENIX ACADEMY ELEM DAY SCH,DOUGLAS,280707001,PHOENIX ACADEMY ELEM DAY SCH,ELEMENTARY                    ,K -06,68,,,MASKED DATA,
2014-2015,DOUGLAS-PHOENIX ACADEMY MS DAY SCH,DOUGLAS,280707002,PHOENIX ACADEMY MS DAY SCH,MIDDLE SCHOOL                 ,2016-07-08,14,,,MASKED DATA,
2014-2015,DOUGLAS-ST STEPHEN THE MARTYR SCHOOL,DOUGLAS,280708001,ST STEPHEN THE MARTYR SCHOOL,ELEMENTARY                    ,PK-08,822,,,MASKED DATA,
2014-2015,DOUGLAS-ALL SAINTS CATHOLIC SCHOOL,DOUGLAS,280709001,ALL SAINTS CATHOLIC SCHOOL,ELEMENTARY                    ,PK-08,136,108,0.7941,,
2014-2015,DOUGLAS-CHILDREN'S ROOM,DOUGLAS,280711001,CHILDREN'S ROOM,ELEMENTARY                    ,PK-06,138,,,MASKED DATA,
2014-2015,DOUGLAS-CHRIST THE KING CATHOLIC SCH,DOUGLAS,280712001,CHRIST THE KING CATHOLIC SCH,ELEMENTARY                    ,PK-08,361,20,0.0554,,
2014-2015,DOUGLAS-CREIGHTON PREPARATORY SCHOOL,DOUGLAS,280713001,CREIGHTON PREPARATORY SCHOOL,HIGH SCHOOL                   ,2016-09-12,1018,,,MASKED DATA,
2014-2015,DOUGLAS-DUCHESNE ACADEMY,DOUGLAS,280716001,DUCHESNE ACADEMY,HIGH SCHOOL                   ,2016-09-12,311,,,MASKED DATA,
2014-2015,DOUGLAS-GETHSEMANE LUTHERAN ELEMENTARY,DOUGLAS,280718001,GETHSEMANE LUTHERAN ELEMENTARY,ELEMENTARY                    ,PK-08,107,11,0.1028,,
2014-2015,DOUGLAS-GOOD SHEPHERD ELEMENTARY SCH,DOUGLAS,280719001,GOOD SHEPHERD ELEMENTARY SCH,ELEMENTARY                    ,PK-08,119,21,0.1765,,
2014-2015,DOUGLAS-HOLY CROSS CATHOLIC SCHOOL,DOUGLAS,280720001,HOLY CROSS CATHOLIC SCHOOL,ELEMENTARY                    ,PK-08,342,64,0.1871,,
2014-2015,DOUGLAS-HOLY NAME ELEMENTARY SCHOOL,DOUGLAS,280722002,HOLY NAME ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-08,183,114,0.623,,
2014-2015,DOUGLAS-ST PATRICK'S CATHOLIC ELEM SCH,DOUGLAS,280723001,ST PATRICK'S CATHOLIC ELEM SCH,ELEMENTARY                    ,PK-08,802,,,MASKED DATA,
2014-2015,DOUGLAS-MADONNA SCHOOL,DOUGLAS,280725001,MADONNA SCHOOL,ELEMENTARY                    ,K -08,63,19,0.3016,,
2014-2015,DOUGLAS-MARIAN HIGH SCHOOL,DOUGLAS,280726001,MARIAN HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,671,45,0.0671,,
2014-2015,DOUGLAS-MARY OUR QUEEN ELEM SCHOOL,DOUGLAS,280727001,MARY OUR QUEEN ELEM SCHOOL,ELEMENTARY                    ,K -08,498,48,0.0964,,
2014-2015,DOUGLAS-OMAHA MEMORIAL SCHOOL OF S D A,DOUGLAS,280728002,OMAHA MEMORIAL SCHOOL OF S D A,ELEMENTARY                    ,2016-01-08,36,,,MASKED DATA,
2014-2015,DOUGLAS-ST VINCENT DE PAUL ELEMENTARY,DOUGLAS,280729001,ST VINCENT DE PAUL ELEMENTARY,ELEMENTARY                    ,PK-08,876,27,0.0308,,
2014-2015,DOUGLAS-MERCY HIGH SCHOOL,DOUGLAS,280730001,MERCY HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,404,,,MASKED DATA,
2014-2015,DOUGLAS-EMMA KOPECKY ELEM DAY SCHOOL,DOUGLAS,280731001,EMMA KOPECKY ELEM DAY SCHOOL,ELEMENTARY                    ,2016-01-06,11,,,MASKED DATA,
2014-2015,DOUGLAS-MT MICHAEL BENEDICTINE H S,DOUGLAS,280733001,MT MICHAEL BENEDICTINE H S,HIGH SCHOOL                   ,2016-09-12,243,,,MASKED DATA,
2014-2015,DOUGLAS-OUR LADY OF LOURDES ELEM SCH,DOUGLAS,280736001,OUR LADY OF LOURDES ELEM SCH,ELEMENTARY                    ,PK-08,258,73,0.2829,,
2014-2015,DOUGLAS-MONTESSORI LEARN CTR OF DUNDEE,DOUGLAS,280737001,MONTESSORI LEARN CTR OF DUNDEE,ELEMENTARY                    ,PK-K ,30,,,MASKED DATA,
2014-2015,DOUGLAS-RONCALLI CATHOLIC HIGH SCHOOL,DOUGLAS,280740001,RONCALLI CATHOLIC HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,361,,,MASKED DATA,
2014-2015,DOUGLAS-SACRED HEART ELEMENTARY SCHOOL,DOUGLAS,280741001,SACRED HEART ELEMENTARY SCHOOL,ELEMENTARY                    ,K -08,136,124,0.9118,,
2014-2015,DOUGLAS-PRIMROSE SCHOOL OF LEGACY,DOUGLAS,280744001,PRIMROSE SCHOOL OF LEGACY,ELEMENTARY                    ,PK-K ,69,,,MASKED DATA,
2014-2015,DOUGLAS-ST BERNARD ELEMENTARY SCHOOL,DOUGLAS,280746001,ST BERNARD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-08,179,47,0.2626,,
2014-2015,DOUGLAS-ST CECILIA CATHEDRAL ELEM,DOUGLAS,280748002,ST CECILIA CATHEDRAL ELEM,ELEMENTARY                    ,PK-08,305,56,0.1836,,
2014-2015,DOUGLAS-SKUTT CATHOLIC HIGH SCHOOL,DOUGLAS,280749001,SKUTT CATHOLIC HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,711,,,MASKED DATA,
2014-2015,DOUGLAS-ST GERALD ELEMENTARY SCHOOL,DOUGLAS,280751001,ST GERALD ELEMENTARY SCHOOL,ELEMENTARY                    ,K -08,393,42,0.1069,,
2014-2015,DOUGLAS-ST JAMES-SETON ELEMENTARY SCH,DOUGLAS,280752001,ST JAMES-SETON ELEMENTARY SCH,ELEMENTARY                    ,K -08,566,65,0.1148,,
2014-2015,DOUGLAS-ST JOAN OF ARC ELEMENTARY SCH,DOUGLAS,280753001,ST JOAN OF ARC ELEMENTARY SCH,ELEMENTARY                    ,K -08,117,29,0.2479,,
2014-2015,DOUGLAS-CONCORDIA ACADEMY,DOUGLAS,280754001,CONCORDIA ACADEMY,ELEMENTARY                    ,K -06,174,16,0.092,,
2014-2015,DOUGLAS-CONCORDIA JR/SR HIGH SCHOOL,DOUGLAS,280754003,CONCORDIA JR/SR HIGH SCHOOL,SECONDARY                     ,2016-07-12,358,,,MASKED DATA,
2014-2015,DOUGLAS-ST MARGARET MARY ELEM SCHOOL,DOUGLAS,280755001,ST MARGARET MARY ELEM SCHOOL,ELEMENTARY                    ,K -08,531,20,0.0377,,
2014-2015,DOUGLAS-ST PAUL LUTHERAN ELEM SCHOOL,DOUGLAS,280757001,ST PAUL LUTHERAN ELEM SCHOOL,ELEMENTARY                    ,PK-08,59,37,0.6271,,
2014-2015,DOUGLAS-STS PETER & PAUL ELEM SCHOOL,DOUGLAS,280759001,STS PETER & PAUL ELEM SCHOOL,ELEMENTARY                    ,PK-08,201,129,0.6418,,
2014-2015,DOUGLAS-ST PHILIP NERI ELEM SCHOOL,DOUGLAS,280760001,ST PHILIP NERI ELEM SCHOOL,ELEMENTARY                    ,K -08,169,68,0.4024,,
2014-2015,DOUGLAS-ST PIUS X / ST LEO ELEMENTARY,DOUGLAS,280761001,ST PIUS X / ST LEO ELEMENTARY,ELEMENTARY                    ,PK-08,720,108,0.15,,
2014-2015,DOUGLAS-ST ROBERT BELLARMINE ELEM,DOUGLAS,280763001,ST ROBERT BELLARMINE ELEM,ELEMENTARY                    ,PK-08,616,21,0.0341,,
2014-2015,DOUGLAS-ST THOMAS MORE ELEM SCHOOL,DOUGLAS,280765001,ST THOMAS MORE ELEM SCHOOL,ELEMENTARY                    ,PK-08,396,72,0.1818,,
2014-2015,DOUGLAS-ALLELUIA! PRESCHOOL - WEST CAMPUS,DOUGLAS,280766001,ALLELUIA! PRESCHOOL - WEST CAMPUS,ELEMENTARY                    ,PK-PK,47,,,MASKED DATA,
2014-2015,DOUGLAS-ALLELUIA PRESCHOOL - EAST CAMPUS,DOUGLAS,280766002,ALLELUIA PRESCHOOL - EAST CAMPUS,PREK ONLY                     ,PK-PK,8,,,MASKED DATA,
2014-2015,DOUGLAS-OMAHA CHRISTIAN ELEMENTARY,DOUGLAS,280767001,OMAHA CHRISTIAN ELEMENTARY,ELEMENTARY                    ,PK-05,127,15,0.1181,,
2014-2015,DOUGLAS-OMAHA CHRISTIAN HIGH SCHOOL,DOUGLAS,280767002,OMAHA CHRISTIAN HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,82,,,MASKED DATA,
2014-2015,DOUGLAS-OMAHA CHIRISTIAN MIDDLE SCHOOL,DOUGLAS,280767003,OMAHA CHIRISTIAN MIDDLE SCHOOL,MIDDLE SCHOOL                 ,2016-06-08,44,,,MASKED DATA,
2014-2015,DOUGLAS-BLAIR CHRISTIAN ACADEMY,DOUGLAS,280767004,BLAIR CHRISTIAN ACADEMY,ELEMENTARY                    ,K -05,23,,,MASKED DATA,
2014-2015,DOUGLAS-LEGACY PRIMARY SCHOOL,DOUGLAS,280768001,LEGACY PRIMARY SCHOOL,ELEMENTARY                    ,K -K ,9,,,MASKED DATA,
2014-2015,DOUGLAS-THE HILLS MONTESSORI SCHOOL,DOUGLAS,280774001,THE HILLS MONTESSORI SCHOOL,ELEMENTARY                    ,K -K ,4,,,MASKED DATA,
2014-2015,DOUGLAS-LIFEGATE CHRISTIAN SCHOOL,DOUGLAS,280780001,LIFEGATE CHRISTIAN SCHOOL,ELEMENTARY                    ,K -08,325,,,MASKED DATA,
2014-2015,DOUGLAS-MONTESSORI PARENT'S CO-OP,DOUGLAS,280790001,MONTESSORI PARENT'S CO-OP,ELEMENTARY                    ,PK-06,57,,,MASKED DATA,
2014-2015,DOUGLAS-ST WENCESLAUS SCHOOL,DOUGLAS,280791001,ST WENCESLAUS SCHOOL,ELEMENTARY                    ,PK-08,804,10,0.0124,,
2014-2015,DOUGLAS-OMAHA STREET SCHOOL,DOUGLAS,280796001,OMAHA STREET SCHOOL,HIGH SCHOOL                   ,2016-09-12,20,,,MASKED DATA,
2014-2015,DUNDY-DUNDY CO STRATTON HIGH SCHOOL,DUNDY,290117001,DUNDY CO STRATTON HIGH SCHOOL,SECONDARY                     ,2016-07-12,155,66,0.4258,,
2014-2015,DUNDY-BENKELMAN ELEMENTARY SCHOOL,DUNDY,290117002,BENKELMAN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,154,81,0.526,,
2014-2015,DUNDY-STRATTON ELEMENTARY SCHOOL,DUNDY,290117004,STRATTON ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,33,17,0.5152,,
2014-2015,FILLMORE-EXETER-MILLIGAN HIGH SCHOOL,FILLMORE,300001001,EXETER-MILLIGAN HIGH SCHOOL,SECONDARY                     ,2016-07-12,92,16,0.1739,,
2014-2015,FILLMORE-EXETER-MILLIGAN ELEM-EXETER,FILLMORE,300001003,EXETER-MILLIGAN ELEM-EXETER,ELEMENTARY                    ,K -02,50,,,MASKED DATA,
2014-2015,FILLMORE-EXETER-MILLIGAN ELEM-MILLIGAN,FILLMORE,300001004,EXETER-MILLIGAN ELEM-MILLIGAN,ELEMENTARY                    ,2016-03-06,47,11,0.234,,
2014-2015,FILLMORE-FILLMORE CENTRAL HIGH SCHOOL,FILLMORE,300025001,FILLMORE CENTRAL HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,160,55,0.3438,,
2014-2015,FILLMORE-FILLMORE CENTRAL ELEMENTARY,FILLMORE,300025002,FILLMORE CENTRAL ELEMENTARY,ELEMENTARY                    ,PK-04,235,65,0.2766,,
2014-2015,FILLMORE-FILLMORE CENTRAL MIDDLE SCHOOL,FILLMORE,300025006,FILLMORE CENTRAL MIDDLE SCHOOL,MIDDLE SCHOOL                 ,2016-05-08,147,52,0.3537,,
2014-2015,FILLMORE-SHICKLEY HIGH SCHOOL,FILLMORE,300054001,SHICKLEY HIGH SCHOOL,SECONDARY                     ,2016-07-12,52,11,0.2115,,
2014-2015,FILLMORE-SHICKLEY ELEMENTARY SCHOOL,FILLMORE,300054002,SHICKLEY ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,96,11,0.1146,,
2014-2015,FILLMORE-GENEVA NORTH HIGH SCHOOL,FILLMORE,300600001,GENEVA NORTH HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,41,,,MASKED DATA,
2014-2015,FILLMORE-GRACE LUTHERAN ELEMENTARY SCH,FILLMORE,300701001,GRACE LUTHERAN ELEMENTARY SCH,ELEMENTARY                    ,PK-08,27,12,0.4444,,
2014-2015,FRANKLIN-FRANKLIN SECONDARY SCHOOL,FRANKLIN,310506001,FRANKLIN SECONDARY SCHOOL,SECONDARY                     ,2016-07-12,148,79,0.5338,,
2014-2015,FRANKLIN-FRANKLIN ELEMENTARY SCHOOL,FRANKLIN,310506002,FRANKLIN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,159,74,0.4654,,
2014-2015,FRONTIER-MAYWOOD HIGH SCHOOL,FRONTIER,320046001,MAYWOOD HIGH SCHOOL,SECONDARY                     ,2016-07-12,69,32,0.4638,,
2014-2015,FRONTIER-MAYWOOD ELEMENTARY SCHOOL,FRONTIER,320046002,MAYWOOD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,102,32,0.3137,,
2014-2015,FRONTIER-EUSTIS-FARNAM HIGH SCHOOL,FRONTIER,320095001,EUSTIS-FARNAM HIGH SCHOOL,SECONDARY                     ,2016-07-12,102,49,0.4804,,
2014-2015,FRONTIER-ELEMENTARY SCHOOL AT EUSTIS,FRONTIER,320095004,ELEMENTARY SCHOOL AT EUSTIS,ELEMENTARY                    ,K -06,103,46,0.4466,,
2014-2015,FRONTIER-MEDICINE VALLEY JR-SR HIGH SCHOOL,FRONTIER,320125001,MEDICINE VALLEY JR-SR HIGH SCHOOL,SECONDARY                     ,2016-07-12,108,29,0.2685,,
2014-2015,FRONTIER-MEDICINE VALLEY ELEMENTARY,FRONTIER,320125003,MEDICINE VALLEY ELEMENTARY,ELEMENTARY                    ,K -06,112,44,0.3929,,
2014-2015,FURNAS-ARAPAHOE HIGH SCHOOL,FURNAS,330018001,ARAPAHOE HIGH SCHOOL,SECONDARY                     ,2016-07-12,131,58,0.4427,,
2014-2015,FURNAS-ARAPAHOE ELEMENTARY SCHOOL,FURNAS,330018002,ARAPAHOE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,200,103,0.515,,
2014-2015,FURNAS-CAMBRIDGE HIGH SCHOOL,FURNAS,330021001,CAMBRIDGE HIGH SCHOOL,SECONDARY                     ,2016-07-12,162,73,0.4506,,
2014-2015,FURNAS-CAMBRIDGE ELEMENTARY SCHOOL,FURNAS,330021002,CAMBRIDGE ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,166,76,0.4578,,
2014-2015,FURNAS-SOUTHERN VALLEY JR/SR HIGH,FURNAS,330540001,SOUTHERN VALLEY JR/SR HIGH,SECONDARY                     ,2016-07-12,230,117,0.5087,,
2014-2015,FURNAS-SO VALLEY ELEMENTARY SCHOOL,FURNAS,330540007,SO VALLEY ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,232,125,0.5388,,
2014-2015,GAGE-SOUTHERN HIGH SCHOOL,GAGE,340001001,SOUTHERN HIGH SCHOOL,SECONDARY                     ,2016-07-12,193,89,0.4611,,
2014-2015,GAGE-SOUTHERN ELEMENTARY SCHOOL,GAGE,340001002,SOUTHERN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,224,110,0.4911,,
2014-2015,GAGE-BEATRICE HIGH SCHOOL,GAGE,340015001,BEATRICE HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,659,258,0.3915,,
2014-2015,GAGE-BEATRICE MIDDLE SCHOOL,GAGE,340015002,BEATRICE MIDDLE SCHOOL,MIDDLE SCHOOL                 ,2016-06-08,477,219,0.4591,,
2014-2015,GAGE-CEDAR ELEMENTARY SCHOOL,GAGE,340015003,CEDAR ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,190,115,0.6053,,
2014-2015,GAGE-LINCOLN ELEMENTARY SCHOOL,GAGE,340015004,LINCOLN ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,252,131,0.5198,,
2014-2015,GAGE-STODDARD ELEMENTARY SCHOOL,GAGE,340015005,STODDARD ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,242,142,0.5868,,
2014-2015,GAGE-PADDOCK LANE SCHOOL,GAGE,340015006,PADDOCK LANE SCHOOL,ELEMENTARY                    ,PK-05,324,187,0.5772,,
2014-2015,GAGE-FREEMAN HIGH SCHOOL,GAGE,340034001,FREEMAN HIGH SCHOOL,SECONDARY                     ,2016-07-12,185,43,0.2324,,
2014-2015,GAGE-FREEMAN ELEMENTARY-ADAMS,GAGE,340034002,FREEMAN ELEMENTARY-ADAMS,ELEMENTARY                    ,PK-06,264,50,0.1894,,
2014-2015,GAGE-DILLER-ODELL SECONDARY SCHOOL,GAGE,340100001,DILLER-ODELL SECONDARY SCHOOL,SECONDARY                     ,2016-07-12,129,44,0.3411,,
2014-2015,GAGE-DILLER-ODELL ELEM SCHOOL,GAGE,340100002,DILLER-ODELL ELEM SCHOOL,ELEMENTARY                    ,PK-06,146,48,0.3288,,
2014-2015,GAGE-ST JOSEPH ELEMENTARY SCHOOL,GAGE,340701001,ST JOSEPH ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,86,,,MASKED DATA,
2014-2015,GAGE-ST PAUL'S LUTHERAN ELEM SCHOOL,GAGE,340702001,ST PAUL'S LUTHERAN ELEM SCHOOL,ELEMENTARY                    ,PK-05,143,15,0.1049,,
2014-2015,GARDEN-GARDEN COUNTY JUNIOR/SENIOR HIGH SCHOOL,GARDEN,350001001,GARDEN COUNTY JUNIOR/SENIOR HIGH SCHOOL,SECONDARY                     ,2016-07-12,102,65,0.6373,,
2014-2015,GARDEN-GARDEN COUNTY ELEMENTARY SCH,GARDEN,350001002,GARDEN COUNTY ELEMENTARY SCH,ELEMENTARY                    ,PK-06,155,87,0.5613,,
2014-2015,GARFIELD-BURWELL JR-SR HIGH SCHOOL,GARFIELD,360100001,BURWELL JR-SR HIGH SCHOOL,SECONDARY                     ,2016-07-12,156,50,0.3205,,
2014-2015,GARFIELD-BURWELL ELEMENTARY SCHOOL,GARFIELD,360100003,BURWELL ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,200,83,0.415,,
2014-2015,GARFIELD-DISTRICT 70 ELEMENTARY SCHOOL,GARFIELD,360100004,DISTRICT 70 ELEMENTARY SCHOOL,ELEMENTARY                    ,K -06,5,,,MASKED DATA,
2014-2015,GOSPER-ELWOOD HIGH SCHOOL,GOSPER,370030001,ELWOOD HIGH SCHOOL,SECONDARY                     ,2016-07-12,102,47,0.4608,,
2014-2015,GOSPER-ELWOOD ELEMENTARY SCHOOL,GOSPER,370030002,ELWOOD ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,121,57,0.4711,,
2014-2015,GRANT-HYANNIS HIGH SCHOOL,GRANT,380011001,HYANNIS HIGH SCHOOL,SECONDARY                     ,2016-07-12,67,28,0.4179,,
2014-2015,GRANT-HYANNIS ELEMENTARY SCHOOL,GRANT,380011003,HYANNIS ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-06,89,47,0.5281,,
2014-2015,GREELEY-CENTRAL VALLEY HIGH SCHOOL,GREELEY,390060001,CENTRAL VALLEY HIGH SCHOOL,SECONDARY                     ,2016-07-12,123,63,0.5122,,
2014-2015,GREELEY-CENTRAL VALLEY ELEM - SCOTIA,GREELEY,390060002,CENTRAL VALLEY ELEM - SCOTIA,ELEMENTARY                    ,PK-06,150,86,0.5733,,
2014-2015,GREELEY-CENTRAL VALLEY PK - GREELEY,GREELEY,390060003,CENTRAL VALLEY PK - GREELEY,PREK ONLY                     ,PK-PK,16,,,MASKED DATA,
2014-2015,GREELEY-CENTRAL VALLEY PK - WOLBACH,GREELEY,390060004,CENTRAL VALLEY PK - WOLBACH,PREK ONLY                     ,PK-PK,12,,,MASKED DATA,
2014-2015,GREELEY-SPALDING ACADEMY HIGH SCHOOL,GREELEY,390702001,SPALDING ACADEMY HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,39,16,0.4103,,
2014-2015,GREELEY-SPALDING ACADEMY ELEM SCHOOL,GREELEY,390702002,SPALDING ACADEMY ELEM SCHOOL,ELEMENTARY                    ,K -08,40,15,0.375,,
2014-2015,HALL-GRAND ISLAND SENIOR HIGH SCHOOL,HALL,400002001,GRAND ISLAND SENIOR HIGH SCHOOL,HIGH SCHOOL                   ,2016-09-12,2365,1524,0.6444,,
2014-2015,HALL-BARR MIDDLE SCHOOL,HALL,400002002,BARR MIDDLE SCHOOL,MIDDLE SCHOOL                 ,2016-06-08,769,527,0.6853,,
2014-2015,HALL-NEWELL ELEMENTARY SCHOOL,HALL,400002003,NEWELL ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,474,287,0.6055,,
2014-2015,HALL-WALNUT MIDDLE SCHOOL,HALL,400002004,WALNUT MIDDLE SCHOOL,MIDDLE SCHOOL                 ,2016-06-08,871,696,0.7991,,
2014-2015,HALL-GATES ELEMENTARY SCHOOL,HALL,400002005,GATES ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,350,166,0.4743,,
2014-2015,HALL-DODGE ELEMENTARY SCHOOL,HALL,400002006,DODGE ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,502,370,0.7371,,
2014-2015,HALL-HOWARD ELEMENTARY SCHOOL,HALL,400002007,HOWARD ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,411,368,0.8954,,
2014-2015,HALL-JEFFERSON ELEMENTARY SCHOOL,HALL,400002008,JEFFERSON ELEMENTARY SCHOOL,ELEMENTARY                    ,K -05,289,243,0.8408,,
2014-2015,HALL-LINCOLN ELEMENTARY SCHOOL,HALL,400002009,LINCOLN ELEMENTARY SCHOOL,ELEMENTARY                    ,PK-05,311,289,0.9293,,
