SPILLNO-------,S,OWNCO--------------------,OWNSTREET-----------,OWNCITY-------------,OS,OZIP,TY,DIDATE----,SPLOC     -------------------------,SPCITY-------------------,SPCOUN-------------------,MATERIAL----------------------,SFM_ID--,FAC_NAME-----------------
09098-DDB-1350,9,OMAHA ARCHDIOCESE,3212 N 60 ST,OMAHA,NE,68104,7,9/9/88,5616 L ST,OMAHA,DOUGLAS,GASOLINE,5348,ST JOES HIGH SCHOOL
100292-NM-1130,2,OMAHA PRINTING,4700 F STREET,OMAHA,NE,68117,13,7/2/92,1260 S 16TH ST,OMAHA,DOUGLAS,GASOLINE,8500,OMAHA PRINTING CO
091892-JF-1400,T,OMAHA PUBLIC POWER DIST,444 S 16TH ST MALL,OMAHA,NE,68102,7,9/17/92,7475 PERSHING DRIVE,OMAHA,DOUGLAS,DIESEL,574,OPPD NORTH OMAHA PLANT
101692-DB-1550,T,OMAHA PUBLIC POWER DIST,444 S 16TH ST MALL,OMAHA,NE,68102,7,10/15/92,477 5TH STREET,SYRACUSE,OTOE,DIESEL,573,OPPD SYRACUSE OFFICE
071693-NM-0950,2,OMAHA PUBLIC SCHOOLS,3215 CUMING ST,OMAHA,NE,68131,14,10/11/90,6306 REDICK AVE,OMAHA,DOUGLAS,FUEL OIL,8607,PINEWOOD ELEMENTARY
071693-NM-0955,2,OMAHA PUBLIC SCHOOLS,3215 CUMING ST,OMAHA,NE,68131,14,9/28/90,4700 GILES RD/BRYAN SR HIGH,OMAHA,SARPY,HEATING OIL,8568,BRYAN HIGH SCHOOL
010904-ML-1000,9,OPPD,444 S 16TH MALL,OMAHA,NE,68102,9,1/9/04,8906 S 36TH ST,BELLEVUE,SARPY,#2 DIESEL FUEL,,OPPD
083107-TH-1235,9,ORPHAN VALLEY COOP,,,,,7,6/28/07,5TH & D STREETS,INDIANOLA,RED WILLOW,UNKNOWN,,AG VALLEY CO-OP TANK SITE
072099-TH-1640,T,ORPHAN-BLANKENAU MOTORS,,,,,7,6/22/99,2ND & ELM,DODGE,DODGE,GASOLINE,1260,BLANKENAU MOTOR CO
011510-JB-1350,9,OSMOND MINI MART,PO BOX 480,OSMOND,NE,68765,7,12/25/09,102 S STATE ST,OSMOND,PIERCE,DIESEL FUEL,,OSMOND MINI MART
122198-CT-1205,3,OSMOND OIL CO,PO BOX 28,OSMOND,NE,68765,7,10/27/98,"HWY 20 & LOGAN, NE CRNR",OSMOND,PIERCE,DIESEL,6874,OSMOND OIL CO
111306-SF-1200,3,OSMOND OIL COMPANY INC,PO BOX 28,OSMOND,NE,68765,6,11/13/06,JCT HWY 20 & LOGAN ST,OSMOND,PIERCE,PETROLEUM PRODUCTS,,OSMOND OIL CO
102098-TH-1301,2,OTTER CREEK LODGE,100 OTTER CREEK CT,LEWELLEN,NE,69147,7,10/5/98,100 OTTER CREEK CT,LEWELLEN,GARDEN,GASOLINE,5310,OTTER CREEK LODGE
071498-QK-0830,3,OTTOS SERVICE STATION,PO BOX 93,PHILLIPS,NE,68865,7,7/13/98,491 W HWY 34,PHILLIPS,HAMILTON,GASOLINE & DIESEL,3150,OTTO'S SERVICE
071593-GW-1017,T,OVERNITE TRANSPORTATION,PO BOX 246,GAFFNEY,SC,29342,7,6/17/93,10303 F ST,OMAHA,DOUGLAS,DIESEL,2560,OVERNITE TRANSPORTATION
032097-JB-2500,2,P J TRUCKING INC,RR 2 BOX 100,RANDOLPH,NE,68771,7,3/20/97,1.25 E OF ONEILL ON UPS RD,O'NEILL,HOLT,WASTE OIL & OTHER PETROL,11600,P J TRUCKING INC
102696-NM-0700,2,PALAMERA BEEF CO,,,,,7,9/5/96,2405 Z STREET,OMAHA,DOUGLAS,DIESEL,11531,ROTH PACKING HOUSE
10300-EPP-1500,9,PALMER COOP - DON LAMBERT,RR 2 BOX 67,PALMER,NE,68864,7,10/27/90,ROLLINS & COMMERCIAL ST.,PALMER,MERRICK,GASOLINE AND DIESEL,10537,PALMER COOP
100305-TH-0930,T,PANHANDLE COOP ASSN,401 S BELTLINE HWY,SCOTTSBLUFF,NE,69361,7,7/13/05,401 S BELTLINE HWY W,SCOTTSBLUFF,SCOTTS BLUFF,GASOLINE & DIESEL,578,PANHANDLE CO-OP ASSN
021406-NH-1515,9,PANHANDLE COOPERATIVE,PO BOX 2188,SCOTTSBLUFF,NE,69363,6,2/13/06,7TH ST AT 13TH AVE,SCOTTSBLUFF,SCOTTS BLUFF,GASOLINE,,PANHANDLE COOP
03070-NEW-1100,9,PANHANDLE COOPERATIVE,P. O. BOX 2188,SCOTTSBLUFF,NE,69363,7,2/21/90,426 2ND STREET,CRAWFORD,DAWES,DIESEL,581,PANHANDLE COOPERATIVE
04090-BHI-0900,9,PAPPYS PLACE,HWY 14& 22,FULLERTON,NE,68638,13,10/14/89,HWY 14&22,FULLERTON,NANCE,GAS,4394,PAPPYS PLACE
032296-JB-0810,9,PARKER LUMBER & SERVICE,MAIN STREET,AMHERST,NE,68801,7,3/21/96,MAIN STREET,AMHERST,BUFFALO,GASOLINE & DIESEL,5205,PARKER LUMBER & SERVICE
04100-DWT-0900,9,PEMCO FAST BREAK,6450 SOUTH LEWIS,TULSA,OK,74136,13,3/16/90,314 WEST HWY 275,VALLEY,DOUGLAS,GASOLINE,4993,PEMCO FAST BREAK
051393-NM-0800,9,"PENCE, GEORGE",,HOLMESVILLE,NE,68374,7,5/13/93,NE CRNR 1ST & A,HOLMESVILLE,GAGE,GASOLINE & DIESEL,,GEORGE PENCE WELL SITE
12209-KAM-1100,9,PEOPLES SERVICE,MAIN STREET,SPALDING,NE,68665,7,10/11/89,PEOPLES SERVICE,SPALDING,GREELEY,GASOLINE & KEROSENE,9397,PEOPLES SERVICE
042594-ML-1300,9,PETERSON OIL CO INC,307 N ELM,RED CLOUD,NE,68170,7,11/15/93,SW CRNR 3RD & B ST,DAVENPORT,THAYER,GASOLINE,6317,PETERSON BULK FACILITY
061406-TH-1330,T,PETERSON OIL CO INC,PO BOX 367,RED CLOUD,NE,68970,7,4/20/06,242 W 4TH ST,RED CLOUD,WEBSTER,GASOLINE,6325,JACK'S SERVICE
073196-GW-0900,T,PETERSON OIL CO INC,307 N ELM ST,RED CLOUD,NE,68970,7,7/30/96,HWY 78,GUIDE ROCK,WEBSTER,GASOLINE,6322,DUANES SERVICE
113092-CT-1535,2,PETES CONOCO,904 S 48TH ST,OMAHA,NE,68106,7,11/2/92,904 S 48TH ST,OMAHA,DOUGLAS,GASOLINE,2794,PETES CONOCO
072508-MP-0810,1,PFIZER INC,100 ROUTE 206 N,PEAPACK,NJ,7977,9,7/24/08,"2720 N 84TH ST, BLDG A",OMAHA,DOUGLAS,"TCE, CDE, MERCURY, PETROLEUM",,PFIZER INC
031407-NH-1300,1,PILOT/FLYING J,333 W CENTER ST,NORTH SALT LAKE,UT,84054,7,3/13/07,"HWY 31 & I-80, 15010 STATE HWY",GRETNA,SARPY,DIESEL FUEL,8398,FLYING J TRAVEL PLAZA
052412-JF-1130,T,PILOT/FLYING J,5508 LONAS RD,KNOXVILLE,TN,37909,13,5/24/12,15010 S HWY 31,GRETNA,SARPY,GASOLINE,8393,PILOT FLYING J
052997-SM-0800,T,PILOT/FLYING J,PO BOX 678,BRIGHAM CITY,UT,84302,7,5/29/97,"FLYING J TRUCK PLAZA, I-80",GRETNA,SARPY,#2 DIESEL,8393,FLYING J
062204-SM-1022,T,PILOT/FLYING J,333 W CENTER ST,NORTH SALT LAKE,UT,84054,7,6/21/04,15010 S HWY 31,GRETNA,SARPY,DIESEL,8393,FLYING J
091213-PH-1326,9,PILOT/FLYING J,5508 LONAS RD,KNOXVILLE,TN,37909,6,9/11/13,5085 BUFFALO RD,ELM CREEK,BUFFALO,"DIESEL, GASOLINE",,FLYING J
100704-DB-1629,9,PILOT/FLYING J,333 WEST CENTER ST,NORTH SALT LAKE CITY,UT,84054,7,10/7/04,3400 S NEWBERRY RD,NORTH PLATTE,LINCOLN,GASOLINE,11593,FLYING J TRAVEL PLAZA
101314-NH-0930,T,PILOT/FLYING J,5508 LONAS RD,KNOXVILLE,TN,37909,7,10/11/14,3400 NEWBERRY RD,NORTH PLATTE,LINCOLN,DIESEL,,PILOT/FLYING J
101314-NH-1145,T,PILOT/FLYING J,5508 LONAS RD,KNOXVILLE,TN,37909,7,10/12/14,1540 S HWY 31,GRETNA,SARPY,GASOLINE,8393,PILOT FLYING J
112712-PH-1225,T,PILOT/FLYING J,5508 LONAS,KNOXVILLE,TN,37909,7,11/21/12,3400 S NEWBERRY DR,NORTH PLATTE,LINCOLN,DIESEL FUEL,11593,PILOT FLYING J
101797-NM-1100,3,PINNACLE POINT DEVELOP,"1033 O ST, #304",LINCOLN,NE,68508,7,4/4/90,ELKHORN HOTEL,NORFOLK,MADISON,DIESEL,8259,ELKHORN HOTEL
012291-NW-1530,9,PIONEER SERVICE,PO BOX 56,WHITECLAY,NE,69365,7,10/9/90,PO BOX 56,WHITECLAY,SHERIDAN,GASOLINE,3573,PIONEER SERVICE
06309-SWM-1230,9,POLAND OIL (TIM'S CONOCO),1013 SOUTH ADAMS ST,GRAND ISLAND,NE,68802,7,6/29/89,I80&281 INTERCHANGE,DONIPHAN,HALL,FUEL OIL AND WASTE OIL,5209,POLAND OIL QUICK N EASY
010291-EP-1530,9,POLAND OIL INC,1013 S ADAMS,GRAND ISLAND,NE,68803,6,1/2/91,1013 S ADAMS,GRAND ISLAND,HALL,DIESEL FUEL,5207,POLAND OIL
100899-GW-1345,3,POLK OIL & SUPPLY INC,PO BOX 7,POLK,NE,68654,7,10/8/99,"430 PARK AVE, PARK AV & PINE S",POLK,POLK,GASOLINE & DIESEL,5449,POLK OIL & SUPPLY
021706-NM-1300,9,POLLARD IMPLEMENTS,647 MAIN ST,NORTH BEND,NE,68649,,,647 MAIN ST,NORTH BEND,DODGE,GASOLINE,6444,POLLARD IMPLEMENTS
051498-NH-0817,2,POLLARD PROPANE & OIL,BOX 47,CLARKS,NE,68628,7,5/14/98,1 BLK E OF MAIN,CLARKS,MERRICK,GASOLINE & DIESEL,6922,POLLARD PROPANE & OIL
07250-BHI-1600,9,PONCA VALLEY OIL COMPANY,4TH & PONCA ST,LYNCH,NE,68746,7,7/23/90,4TH & PONCA ST,LYNCH,BOYD,GASOLINE AND DIESEL,6654,PONCA VALLEY OIL COMPANY
071397-NM-1430,9,PORTS PETROLEUM CO,E HWY 30,SCHUYLER,NE,68661,7,7/28/97,E HWY 30 AT 20TH,SCHUYLER,COLFAX,DIESEL,4996,FUEL MART #793
082891-DH-1330,2,PRAIRIE MAID MEAT PRODUCT,PO BOX 80129,LINCOLN,NE,68501,7,8/15/91,4TH AND F ST.,LINCOLN,LANCASTER,DIESEL,3188,PRAIRIE MAID MEAT PROD
012298-GW-0817,T,"PRESTON OIL, INC",56875 HWY 4,DAYKIN,NE,68338,7,1/19/98,521 5TH ST (NW CRNR 5TH & F),FAIRBURY,JEFFERSON,GASOLINE AND UNKNOWN,797,"PRESTON OIL, INC"
040908-DB-0903,1,PROGAS LLC,PO BOX 106,MEADOW GROVE,NE,68752,6,4/9/08,536 AVE & HWY 275,TILDEN,MADISON,"DIESEL, GASOLINE, WATER MIX",,PROGAS LLC
061391-KM-1400,3,Q STREET SERVICE,5029 S 95 AVE,OMAHA,NE,68127,7,5/23/91,5175 Q ST,OMAHA,DOUGLAS,"GASOLINE,KEROSENE",1547,RON'S Q STREET SERVICE
06290-EPP-0800,9,QUALITY PETROLEUM CO,118 EAST LYMAN,TOPEKA,KS,66608,7,1/8/90,951 WEST O ST,LINCOLN,LANCASTER,GASOLINE,3909,GAS N SHOP
070901-GW-1615,9,QUALITY STORES,PO BOX 3315,MUSKEGON,MI,49443,7,6/1/01,304 N SIMPSON RD,O'NEILL,HOLT,DIESEL,8071,S & S STORES WAREHOUSE
042204-NM-0933,2,QUALITY STORES INC,,,,,7,4/12/04,9630 IDA ST,OMAHA,DOUGLAS,GASOLINE,860,TRACTOR SUPPLY CO 704
110201-GW-0837,2,QUALITY STORES INC,455 EAST ELLIS RD,MUSKEGON,MI,49443,7,9/24/01,"1381 PROGRESSIVE RD, S HWY 15",SEWARD,SEWARD,GASOLINE,874,COUNTRY GENERAL #674
041112-JB-1700,1,QUIK TRIP INC,4705 S 129TH EAST AV,TULSA,OK,74124,7,4/11/12,1704 S 72ND ST,OMAHA,DOUGLAS,GASOLINE,20060,QUIK TRIP STORE #579
033000-GW-1901,T,R & C PETROLEUM,PO BOX 887,NORTH PLATTE,NE,69101,7,3/24/00,120 S JEFFERS,NORTH PLATTE,LINCOLN,GASOLINE,7658,R & C #1
082911-PH-1100,T,R & C PETROLEUM,522 E 4TH,NORTH PLATTE,NE,69101,7,8/29/11,1401 S JEFFERS,NORTH PLATTE,LINCOLN,"GASOLINE, DIESEL",3087,TIME SAVER #2
08160-DWT-1200,9,R & L OIL CO,PO BOX 7,BARNESTON,NE,68309,6,8/8/90,BULK FACILITY,BARNESTON,GAGE,DIESEL,7,R & L OIL BULK FARM
112502-GW-0817,9,R & L OIL CO,,,,,7,11/25/02,102 GRAND AVE,BARNESTON,GAGE,"GASOLINE, DIESEL",5381,FORMER R & L OIL CO
092496-NM-0700,T,R & R SERVICE,PO BOX 86,DIX,NE,69133,7,6/24/96,MILLER & VINE,DIX,KIMBALL,GASOLINE & DIESEL,5639,R & R SERVICE
11055-BHI-1500,2,R B TIRE,,BENKLEMAN,NE,69021,6,8/30/85,RB TIRE CO,BENKELMAN,DUNDY,UNLEADED & REGULAR,,R & B TIRE
03319-DDB-0915,3,RADACHI COMPANY,5009 CASTELAR,OMAHA,NE,68106,7,3/29/89,3034 SPRAGUE,OMAHA,DOUGLAS,GASOLINE,2446,SIMPSON SUPPLY COMPANY
071693-NM-0700,2,RAGS INC,1605 N 53RD,OMAHA,NE,68104,7,3/7/90,4023 S 13TH,OMAHA,DOUGLAS,"GASOLINE, KEROSENE, WASTE OIL",910,RAGS INC
041293-CT-1235,T,RALSTON PUBLIC SCHOOLS,8545 PARK DRIVE,RALSTON,NE,68127,14,8/6/92,8969 PARK DRIVE,RALSTON,DOUGLAS,DIESEL,8904,RALSTON HIGH SCHOOL
091297-CT-0900,3,RAMER OIL & PROPANE,3RD & MAIN STREET,STELLA,NE,68442,7,7/13/97,3RD & MAIN STREETS,STELLA,RICHARDSON,GASOLINE,5702,RAMER OIL & PROPANE
012291-NW-1430,9,RANDYS MARKET,MAIN STREET,WHITECLAY,NE,69365,7,10/10/90,MAIN STREET,WHITECLAY,SHERIDAN,GASOLINE,7522,RANDYS MARKET
031593-NM-1537,T,RASMUS OIL CO,408 E GARFIELD ST,WEST POINT,NE,68788,7,1/29/93,706 S LINCOLN ST,WEST POINT,CUMING,"GAS, DIESEL, KEROSEN",6777,FARMERS COOP STATION
100891-CT-1010,9,RASMUS OIL CO,PO BOX 306,WEST POINT,NE,68788,7,9/8/91,800 S MAIN ST,WEST POINT,CUMING,GASOLINE DIESEL,6776,RASMUS OIL BULK PLANT
060713-TH-0705,T,RAY ANDERSON INC,15410 W CENTER RD,OMAHA,NE,68144,7,4/11/13,13746 Q STREET,OMAHA,DOUGLAS,"DIESEL, GASOLINE, WASTE OIL",473,ANDERSON FOOD SHOP
05077-SMS-1100,9,RAYBURN AUTO PARTS,BOX 550,GIBBON,NE,68840,7,5/6/87,316 RIVER STREET,GIBBON,BUFFALO,UNLEADED GASOLINE,3150,RAYBURN AUTO PARTS
011394-NM-0900,2,RAYMOND BJORKLUND (DECEAS,,,,,7,9/8/93,535 N COLORADO (NE CRNR 5TH &,MINDEN,KEARNEY,GASOLINE,6527,BEALE TIRE
032999-CT-1615,2,RAYS OIL CO,124 SOUTH GARFIELD,BRAINARD,NE,68626,7,2/8/99,RT 1,BRAINARD,BUTLER,DIESEL,1609,RAYS OIL COMPANY
041495-GW-0815,9,RAYS OIL CO,RT 1 BOX 44B,BRAINARD,NE,68626,7,4/13/95,MAIN ST,BRAINARD,BUTLER,GASOLINE,1608,RAYS OIL CO
083011-TH-1315,2,RB'S FOOD SHOP,208 MAIN ST,HUMPHREY,NE,68642,7,7/13/11,208 MAIN ST,HUMPHREY,PLATTE,GASOLINE,7388,RB'S FOOD SHOP
02070-KAM-1500,9,READY MIXED CONCRETE,4315 CUMING ST.,OMAHA,NE,68131,7,12/18/89,"46TH AND DODGE, NE CRNR",OMAHA,DOUGLAS,WASTE OIL,1025,READY MIXED CONCRETE
072199-TH-0951,2,RECKERS TEXACO & RADIATOR,5420 S 61ST CT,LINCOLN,NE,68516,7,5/20/99,103 S LINCOLN,WEST POINT,CUMING,"GASOLINE, WASTE OIL, KEROSENE",4992,RECKERS TEXACO & RADIATOR
060702-ML-1441,3,RED GIANT OIL CO,1701 S 3RD ST,COUNCIL BLUFFS,IA,51503,6,6/7/02,26TH & DORCAS,OMAHA,DOUGLAS,WASTE OIL,,RED GIANT
102894-GW-1615,9,REDDISH BROTHERS,1709 PINEDALE AVENUE,LINCOLN,NE,68506,7,10/28/94,615 W VAN DORN,LINCOLN,LANCASTER,"BENZENE AND XYLENE, DIESEL",6037,REDDISH BROTHERS
052296-GW-1200,3,REDLER SERVICE,PO BOX 236,PETERSBURG,NE,68652,7,7/17/91,3RD & MAIN,PETERSBURG,BOONE,GASOLINE,3149,REDLER SERVICE
111612-JB-1320,2,REO ENTERPRISES LLC,2884 YANKEE HILL RD,MILFORD,NE,68405,7,11/16/12,967 154TH ST,PLEASANT DALE,SEWARD,GASOLINE,6466,TWIN LAKES CAMP N SHOP
11079-DDB-1125,9,REXIN OIL COMPANY,P.O. BOX 354,SCRIBNER,NE,68057,7,11/6/89,"MAIN & PEARL, SE CORNER",SCRIBNER,DODGE,GASOLINE,5881,REXIN OIL COMPANY
070894-GW-1450,2,RHEN MARSHAL TRUCK,RR 3,BEATRICE,NE,68310,13,5/1/91,1500 N HWY 77,BEATRICE,GAGE,GASOLINE,3938,RHEN MARSHALL INC
052793-JB-1445,9,"RHEN MARSHALL, INC",P.O. BOX 622,BEATRICE,NE,68310,7,5/27/93,402 S 6TH,BEATRICE,GAGE,GASOLINE,3939,"FORMER RHEN MARSHALL, INC"
012594-NH-1520,T,RICENBAW FARMS,RR1,BEAVER CROSSING,NE,68313,7,1/11/94,2MI N OF CORDOVA;.75MI E,CORDOVA,SEWARD,DIESEL,1353,RICENBAW FARMS
101012-PH-1430,T,RINKER MATERIALS,8311 W CARDER CT,LITTLETON,CO,86125,6,7/1/12,8707 N 300TH ST,VALLEY,DOUGLAS,GASOLINE,,RINKER MATERIALS
032994-CT-0715,2,RITAS BAR (MCKINNEYS),RFD 1,STERLING,NE,68443,7,9/3/93,272 3RD ST,ST MARY,JOHNSON,GASOLINE,5165,RITAS BAR AND GRILL
020603-NM-1000,T,RITEWAY OIL & GAS CO INC,PO BOX 27049,OMAHA,NE,68127,7,12/1/02,818 J STREET,AUBURN,NEMAHA,GASOLINE/DIESEL,666,TEXACO FOOD MART & WASH
022196-GW-0800,T,RITEWAY OIL & GAS CO INC,"8400 I"" ST""",OMAHA,NE,68127,7,8/28/95,8724 N 30TH ST,OMAHA,DOUGLAS,WASTE OIL/DIESEL/GAS,2927,LANES TEXACO SERVICE
042094-KM-1606,T,RITEWAY OIL & GAS CO INC,PO BOX 27049,OMAHA,NE,68127,7,4/19/94,802 J STREET,AUBURN,NEMAHA,GASOLINE,663,AUBURN MINIMART
07119-DDB-1115,9,RITEWAY OIL & GAS CO INC,8400 I ST,OMAHA,NE,68127,7,7/11/89,905 S 13 ST,NORFOLK,MADISON,GASOLINE,671,REYNOLDSONS KERR MCGEE
110597-TH-0600,9,RITEWAY OIL & GAS CO INC,8400 I ST,OMAHA,NE,68127,7,11/5/97,I-80 & GREENWOOD EXIT,GREENWOOD,CASS,GASOLINE,661,RITEWAY 66
092697-KM-1609,9,RIVERDALE SERVICE,3RD & ELM,RIVERDALE,NE,68870,7,9/26/97,3RD & ELM NE CORNER,RIVERDALE,BUFFALO,GASOLINE,4829,RIVERDALE SERVICE
073013-NM-1022,2,ROAD RUNNER,,,,,,7/29/13,822 E 4TH STREET,AINSWORTH,BROWN,GASOLINE & DIESEL,12585,ROAD RUNNER
073113-NM-1022,1,ROAD RUNNER,,,,,6,7/29/13,822 E 4TH ST,AINSWORTH,BROWN,"GASOLINE, DIESEL",12585,ROAD RUNNER
010915-DB-1125,1,ROBS OIL CO,PO BOX 314,BENNINGTON,NE,68007,6,1/8/15,15301 WAREHOUSE ST,BENNINGTON,DOUGLAS,DIESEL FUEL,,ROB'S OIL CO
092294-NW-0800,9,ROCK OIL COMPANY,101 E CLARK ST,BASSET,NE,68714,7,6/9/93,101 E CLARK ST,BASSETT,ROCK,"DIESEL, GASOLINE, KEROSINE",3132,ROCK OIL CO
080492-MF-1245,9,ROESENER OIL CO,PO BOX 37,COOK,NE,68329,7,8/28/91,202 1ST ST,COOK,JOHNSON,GASOLINE,2359,ROESENER OIL CO
071693-NM-0750,3,"ROSS, MICHELLE",209 N COUNTRY CLUB D,ROCKPORT,MO,64482,7,3/27/93,1ST AND MAIN ST,BROWNVILLE,NEMAHA,GASOLINE,1690,BROWNVILLE SERVICE STATIO
072996-GW-1215,2,RP DECEASED-TABLE ROCK OI,BOX 191,TABLE ROCK,NE,68447,7,7/1/94,516 LUZERN (GRAND & LUZERNE ST,TABLE ROCK,PAWNEE,"GASOLINE, USED OIL",4638,TABLE ROCK OIL CO
042793-TH-1140,9,RUSKIN SERVICE INC,891 MAIN,RUSKIN,NE,68974,7,7/16/93,891 MAIN,RUSKIN,NUCKOLLS,GASOLINE,3723,RUSKIN SERVICE INC
022592-NW-1100,9,SANDHILL OIL,HC 58 BOX 2,THEDFORD,NE,69166,6,4/6/92,1 MI E HWY 2 & 83 JCT,THEDFORD,THOMAS,DIESEL & WASTE OIL,3925,STANDARD STATION
022798-NM-0800,T,SAPP BROS INC,PO BOX 45305,OMAHA,NE,68145,7,1/28/98,1140 WEST J ST,HASTINGS,ADAMS,GASOLINE & DIESEL,918,QUICK N EASY #3
040612-JB-1115,T,SAPP BROS INC,129 STEUBEN ST,SIOUX CITY,IA,51101,10,4/6/12,720 W 21ST ST,SOUTH SIOUX CITY,DAKOTA,DIESEL FUEL,,CRANE RENTAL & RIGGING
062496-CT-1540,T,SAPP BROS INC,PO BOX 596,OGALLALA,NE,69153,7,4/23/96,306 E 1ST ST,OGALLALA,KEITH,GASOLINE,685,PRO MART II
071913-TH-1525,T,SAPP BROS INC,PO BOX 45305,OMAHA,NE,68145,7,6/7/13,1521 HARLAN,FALLS CITY,RICHARDSON,DIESEL,3936,SAPP BROS 66 FOOD PLAZA
081413-JK-1625,T,SAPP BROS INC,660 S MAIN ST,WEST POINT,NE,68788,1,8/14/13,HWY 13 & CO RD 859,FOSTER,PIERCE,DIESEL FUEL,,TRK ACDNT: HWY 13/RD 859
102113-JF-1145,1,SAPP BROS INC,9915 S 148TH ST,OMAHA,NE,68138,9,10/18/13,502 MORTON,FALLS CITY,RICHARDSON,"GASOLINE, DIESEL",,SAPP BROS PETRO BULK PLNT
070997-KM-1415,9,SAPP BROS INC,PO BOX 37766,OMAHA,NE,68138,7,7/7/97,3225 N BROAD ST,FREMONT,DODGE,"GAS, DIESEL, KEROSENE",2386,SAPP BROTHERS FREMONT
121594-GW-1200,T,SAPP BROS INC,9905 FRONTAGE RD,OMAHA,NE,68137,7,5/12/92,9905 SAPP BROS DR,OMAHA,SARPY,"GASOLINE, DIESEL AND KEROSENE",2385,SAPP BROTHERS TRUCK STOP
09104-MBS-0000,9,SARGENT IRRIGATION,BOX 627 S HWY 21,BROKEN BOW/CUSTER,NE,68822,7,9/10/84,SOUTH HWY 21,BROKEN BOW,CUSTER,GASOLINE,3202,SARGENT IRRIGATION
112993-NM-1315,9,SCHALK CONOCO,BOX 10,CEDAR RAPIDS,NE,68627,7,11/29/93,SW CRNR MAIN ST & HWY 52,CEDAR RAPIDS,BOONE,GASOLINE,1382,FORMER CONOCO SERV STA
061600-JB-1120,3,SCHEEF FUEL & OIL,3502 J RD,SYRACUSE,NE,68446,6,11/22/99,BETW CHESTNUT/LOCUST N OF 2ND,SYRACUSE,OTOE,"PETROLEUM FUEL, GAS, DIESEL",,SCHEEF OIL/IKE`S FARM SUP
112614-DC-1620,T,SCHEINOST GREG,50492 872ND RD,PAGE,NE,68766,6,11/25/14,5 MI N AND 1/2 MI E OF PAGE,PAGE,HOLT,DIESEL FUEL,,GREG SCHEINOST FARM
071798-GW-1500,9,SCHMOKER INC,PO BOX E,MULLEN,NE,69152,6,5/18/98,CLEVELAND & RAILROAD ST INTERS,MULLEN,HOOKER,DIESEL,,SCHMOKER BULK PLANT
012993-DT-1600,2,SCHNEIDER FARM,RR,KEARNEY,NE,,14,1/29/93,SCHNEIDER FARM,KEARNEY,KEARNEY,GASOLINE,,SCHNEIDER FARM
112498-JB-0710,T,SCHWORER MOTOR CO,510 N FORT CROOK RD,BELLEVUE,NE,68005,7,11/23/98,510 N FORT CROOK RD,BELLEVUE,SARPY,"GASOLINE, WASTE OIL",2702,HONDA CARS OF BELLEVUE
08060-NEW-1500,9,SCOTTS PLACE,208 SOUTH HYDE ST,ATKINSON,NE,68713,7,8/6/90,102 WEST HWY 20,BASSETT,ROCK,GASOLINE,2858,SCOTTS PLACE
03120-MAL-0930,2,SERVICE STATION,,TECUMSEH,NE,68450,7,2/12/90,SERVICE STATION,TECUMSEH,JOHNSON,GASOLINE,8195,SERVICE STATION
121092-NH-1600,9,SEVEN VALLEYS CAR CARE,BOX 291,CALLAWAY,NE,68825,7,11/28/92,105 W KIMBALL,CALLAWAY,CUSTER,GAS & DIESEL,5713,SEVEN VALLEYS CAR CARE
021897-GW-0950,9,SEXTON CONST,222 NASBY,CAMBRIDGE,NE,69022,7,2/17/97,222 NASBY ST,CAMBRIDGE,FURNAS,GASOLINE,6963,SEXTON CONSTRUCTION
082195-TH-0923,T,SHANER CHEVROLET,105 S 13TH ST,GENEVA,NE,68361,7,8/18/95,105 S 13TH ST,GENEVA,FILLMORE,GASOLINE,6504,SHANER CHEVROLET
100594-NM-0816,9,SHARON BRIDGMON,RR 4,PAWNEE CITY,NE,68420,7,7/28/94,538 7TH ST,PAWNEE CITY,PAWNEE,GASOLINE,4066,LITTLE BROWN JUG
011096-TH-0846,T,SHELHAMER PETROLEUM,PO BOX 716,ONEILL,NE,68763,7,9/19/95,203 E DOUGLAS ST,O'NEILL,HOLT,"GASOLINE, DIESEL, WASTE OIL",7624,HAHLBECKS 66 SERVICE
072700-GW-0837,2,SHINERS OIL CO,1345 HIGH ST,LINCOLN,NE,68502,7,6/26/00,"1345 HIGH, 14TH & HIGH SW CORN",LINCOLN,LANCASTER,GASOLINE AND DIESEL,4250,SHINERS 14TH & HIGH
120997-ML-1431,3,"SHORT STOP, INC",401 CONTINENTAL ESTA,WAHOO,NE,68066,7,12/8/97,102 W 4TH ST,MEAD,SAUNDERS,GASOLINE & DIESEL,6663,SHORT STOP
06180-KAM-1420,2,SIMONS SER STATION/UNKNOW,,,,,7,6/18/90,2101 FRANKLIN,BELLEVUE,SARPY,GASOLINE,5363,SIMON'S SERVICE
021696-KM-1632,T,SINCLAIR OIL,6602 PORTLAND AVE S,RICHFIELD,MN,55423,7,2/16/96,1009 MISSION,BELLEVUE,SARPY,GASOLINE,2990,SINCLAIR RETAIN 26014
07310-STM-0930,9,SINCLAIR OIL,550 E SO TEMPLE,SALT LAKE CITY,UT,84102,7,6/19/90,701 N FORT CROOK RD,BELLEVUE,SARPY,GASOLINE AND DIESEL,2987,SINCLAIR
